PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
184.12,26.24,52.53,48.93,19.67,3.15,15.7,23.2,9.4,1017.3,78,1.6
130.61,42.26,49.07,59.91,14.01,3.86,15.4,23.4,8,1017.8,72,1.8
186.06,91.73,45.97,97.84,44.64,3.26,15.4,24.3,9.1,1017.3,66,1.8
208.46,31.66,49.8,51.82,30.86,5.75,14.6,24.4,7.9,1019.7,72,1.8
207.89,41.11,39.43,53.86,36.09,6.52,14.4,24,7.6,1021.5,78,0.6
220.97,74.83,41.59,81.99,57.37,10.03,15.9,24,8.4,1020.3,81,0.8
179.49,48.03,41.86,60.69,30.82,5.64,15.1,24.2,9.3,1019.1,85,1.3
188.22,57.52,41.95,68.33,48.82,6.48,15.3,24.8,8.7,1019,78,1
258.75,93.07,53.25,102.78,64.74,15.12,14.8,23.8,7.7,1018.3,76,1.1
249.2,52.82,61.75,75.1,38.36,9.34,16.8,23.5,7.4,1015.4,67,1.1
109.18,4.8,28.9,19.21,19.1,2.42,15.8,22.8,7.9,1014,80,0.8
89.59,8.15,31.3,23.17,7.83,2.41,16.4,23.2,12.8,1013,85,0.8
102.99,10.85,31.36,25.37,10.24,2.72,15.2,21.5,12.4,1014.4,94,1
100.54,6.86,25.13,18.85,3.68,2.37,14.7,18.7,9.7,1020.3,88,1.4
95.19,6.15,23.87,17.62,5.82,1.46,14.2,19.2,9.8,1020,87,1.3
118.91,13.71,25.99,24.79,6.95,2.72,11.4,19.8,10.2,1021,95,1.3
213.23,45.91,43.24,59.73,16.11,8,10.6,12.9,8.2,1021.7,90,1.3
244.68,20.92,40.96,38.53,15.42,5.94,12.2,18,7,1020.5,81,1
230.05,13.45,33.37,28.51,10.13,4.69,10.3,18,5.2,1018.8,94,0.3
140.68,14.4,28.03,26.44,8.67,3.7,12.1,17.4,6.4,1016.8,91,0.3
153.41,8.06,26.9,20.76,9.88,2.98,12.6,17.5,8.8,1017.9,90,0.6
232.05,28.73,41.71,45.17,8.85,5.84,11.3,18,7.4,1019,92,0.8
153.44,16.55,29.18,28.76,9.38,4.13,9.6,14.6,6.6,1018.6,91,0.6
205.88,9.91,28.6,23.14,4.73,3,11.4,15.6,5.7,1020.1,85,0.3
213.59,7.1,33.3,23.4,4.79,3.88,8.4,17.2,6,1019.4,93,0.8
259.55,51.18,32.14,58.04,14.72,8.34,8.8,13,5.4,1018.6,85,0.6
291.92,20.89,41.6,38.84,12.68,6.77,8.6,13.6,4.2,1019.6,83,0.6
288.47,34.34,45.14,51.48,19.05,8.67,7.1,14.4,2.4,1020.8,92,0.5
193.07,6.98,32.84,23.05,6.31,3.48,8.8,15.5,3.4,1020.4,85,0.6
329.87,114.93,36.6,111.41,38.44,13.53,8.1,14.7,4.8,1021,84,1
414.16,140.44,46.41,137.04,70.2,30.79,10.8,20.2,2.4,1022.1,84,0.6
215.46,109.86,35.16,106.59,36.1,10.05,13.7,22,4.6,1020.9,80,0.8
184.49,76.02,34.71,79.28,27.24,6.89,14.4,23,7.6,1018.5,82,1.3
149.39,10.1,35.1,26.75,11.54,2.67,13.6,23.5,8,1017.8,81,0.8
158.08,13.81,37.55,31.02,9.8,3.07,14.2,21.6,7,1018.7,77,1.6
106.53,10.99,42.05,31.16,11.49,3.44,15.2,21.2,9.9,1019.3,78,1.1
107.48,11.27,34.34,27.28,11.39,3.28,15,19.1,11.6,1016.2,88,1.3
92.22,5.9,24.19,17.58,4.14,1.08,13.2,19,11,1015.3,99,0.6
123.44,10.13,34.67,26.55,6.42,2.52,10.4,14.6,7.8,1020.8,89,0.8
166.9,25.81,44.01,44.06,13.44,3.57,10.7,17.4,5.3,1020.4,82,0.8
195.69,61.61,40,70.56,28.99,5.23,12,19.9,5.8,1020,75,1
231.52,45.28,45.93,60.66,45.71,9.27,13.6,22.2,7.1,1015.7,74,1.6
102.95,6.86,27.82,20.28,11.37,1.53,14.2,23.4,8,1012.5,85,1
107.23,10.91,31.78,25.64,9.12,2.28,12.6,19.9,8.6,1016.3,89,1
147.21,8.11,30.45,22.69,5.16,2.62,13.7,19.8,6.4,1016.3,80,1
124,10.43,25.53,21.93,25.8,2.91,13.2,19.9,9.5,1016,95,0.8
113.16,18.13,29.37,30.13,27.99,4.06,13.2,17.4,10.4,1017.3,92,0.6
109.49,6.94,24.01,18.32,21.22,2.17,12.3,17.7,8.4,1019,90,0.6
119.18,5.51,23.32,16.82,16.53,1.96,11,17.7,7,1019.8,87,1
220.47,60.22,29.06,63.63,24.89,6.75,11.9,16.7,8.3,1018.5,89,0.6
201.81,45.71,28.26,51.6,36.08,9.51,13.6,20,9.2,1019.7,87,0.6
119.86,13.89,26.84,25.39,8.07,2.13,12.7,20.2,7.1,1021.1,88,0.6
94.59,5.29,29.77,20.07,16.12,1.07,14.1,20,9,1019,65,2.3
124.38,34.95,35.41,46.79,25.15,2.75,13.2,20.6,7.4,1016.7,67,2.6
176.48,42.42,32.31,51.13,34.69,4.78,11.6,21.1,4.8,1017.1,80,1.6
207.34,60.71,46.18,73.13,34.73,5.05,14.7,22.6,6.9,1015,73,1.3
100.44,5.12,32.42,21.34,15.01,2.24,15.5,22.7,8.5,1012.1,79,1
87.86,7.63,26.29,20.09,3.21,1.08,16,23,10.5,1011.6,90,1.3
112.07,13.7,31.16,27.53,2.11,2.12,14.5,22.2,10.2,1017.7,83,1.4
104.4,13.25,29.77,26.44,2.79,1.79,13.6,20.6,8,1017.8,82,1
119.76,24.02,30.37,35.37,2.58,3.85,12.9,20.2,7.2,1016,77,1.6
118.44,11.94,29.34,25.16,11.31,2.39,12.3,19.7,5.7,1019.6,82,1.4
139.5,15.59,33.66,30.37,5.09,2.52,12.1,19.9,6,1020.3,83,1.1
182.44,62.19,41.25,71.69,20.22,7.72,12.9,21.2,5.4,1018.5,74,2.1
172.5,20.95,41.67,38.92,10.32,3.34,14.2,22,5.3,1017.5,74,1.3
114.66,12.12,29.22,25.24,12.39,10.3,13.6,22.7,6.7,1017.3,76,1.8
155.39,42.1,42.7,56.39,21.36,27.42,12.5,21.3,6.3,1017.3,79,1.8
156.16,12.54,33.41,27.8,17.36,11.98,12.7,20.4,6.1,1019.7,79,1.1
150.3,23.94,34,37.24,21.16,13.3,13.7,20.8,7,1021.5,78,1.4
195.06,20.94,41.19,38.66,23.8,15.41,13.9,22.2,6.6,1021.6,77,1.6
217.68,66.35,39.01,73.83,30.64,21.82,13.3,22.9,6,1019.6,81,1.1
187.24,22.27,37.23,37.62,23.09,14.29,14.2,22.6,5.9,1020.2,73,1.3
134.82,5.84,30.95,21.14,31.18,9.11,17.3,24.2,8.2,1018.6,72,1.4
94.4,4.41,27.17,17.98,23.95,5.96,20,27.4,12.3,1015,67,1.8
105.55,4.46,28.31,18.63,9.32,5.89,18.8,27.8,13.7,1012.8,63,1.8
140.24,7.21,38.16,26.06,12.83,1.8,18.2,25.4,11.5,1013.5,61,1.9
176.24,30.96,41.5,46.84,15.99,3.03,17.2,26.4,9,1016.9,71,2.3
150.67,9.47,40.86,29.31,20.6,2.38,17.7,27.1,9,1017.4,66,2.1
150.19,68,38.82,75.05,39.62,3.13,17.2,26.7,10.2,1014.5,68,1.9
79.63,2.67,26.64,16.31,22.08,1.07,19.1,26.9,8.1,1013.5,70,1.9
63,2.83,19.14,12.45,15.51,1.01,21.8,27.2,13.6,1013,68,2.1
57.22,5.7,27.13,18.99,10.94,1.43,16.8,27.5,14.2,1018.3,85,2.6
100.08,17.2,30.74,30.11,13.58,1.86,18.6,24.4,13,1020.2,83,1.9
83.58,12.97,25.63,24.01,26.92,0.95,19.8,26.6,12.8,1017.3,77,1.9
142.31,11.94,31.5,26.31,35,1.45,19.4,26.8,11.8,1014.4,77,1.9
154.23,25.62,33.81,38.48,32.04,2.54,19.3,26.4,13,1013.6,79,1.4
114.2,9.81,38.91,28.54,30.9,5.7,20.3,27.2,12.7,1014.2,73,1.4
90.67,3.87,27.61,17.79,19.26,2.9,20.7,27.4,13,1014.1,82,1.8
69.32,2.83,20.25,13.03,25.91,2.06,21.2,27.5,16.7,1013.2,80,1.9
40.2,3.46,21.1,13.99,14.64,1.31,19.4,27.2,15.8,1012.1,88,1.8
94.07,44.33,26.61,49.62,33.97,6.69,21.9,27.6,14.4,1012.9,77,1.9
99.94,26.66,27.75,36.09,27.52,3.76,21.2,27.8,14.6,1012.4,81,1.9
76.82,13.29,35.71,29.63,20.28,4.6,21.1,28.6,14.3,1010.7,72,1.9
35.07,3.29,20.59,13.59,17.62,1.47,21.6,29,14.4,1010.4,73,1.9
37.26,3.25,19.01,12.71,14.4,0.78,19.9,29.2,14.4,1010.3,82,1.9
40.68,3.44,26.12,16.64,25.23,1.22,16.3,27,14,1010,93,1.8
68.79,30.86,29.32,40.28,35.19,4.15,17.3,22.4,13,1015.1,91,1.9
62.42,8.7,28.43,22.08,36.6,1.66,18,24.4,11.1,1015.8,79,1.9
74.14,4.9,25.56,17.52,36.09,2.03,18.3,25,12.4,1013.1,72,2.7
48.91,3.52,25.55,16.41,34.46,1.8,19.6,25.6,10,1011.6,71,2.4
70,3.57,20.53,13.78,7.87,0.78,21.6,27,14.8,1008.8,79,2.4
106.89,11.2,32.3,26.14,5.41,1.49,21.7,27.4,14.7,1011.8,75,1.9
62.9,4.43,23.89,16.26,2.42,1.17,21.3,28,13.8,1014,63,2.6
63.6,8.13,26.81,20.77,4.5,1.83,18.5,28.3,15.6,1014.8,88,1.9
62.76,5.22,26.08,18.05,13.16,1.19,18.8,25,12,1016.9,78,1.6
102.69,9.22,33.93,25.42,13.62,1.63,19.9,26.2,12.6,1016.3,75,1.8
94.33,7.2,33.57,23.62,12.51,1.97,20.5,27.4,13.6,1016.1,74,2.6
95,11.34,33.3,26.78,5.55,1.14,22.3,29.2,13.4,1013.7,71,2.7
95.19,9.74,40.41,29.29,9.07,3.06,23.2,29.8,16,1010.7,73,2.1
92.85,9.29,37.09,27.16,4.87,1.91,24.7,31.2,16.4,1009.5,72,1.9
88.13,6.29,29.55,20.75,3.82,2.52,23.6,31.4,17.8,1010.7,72,2.6
50.04,4.09,16.77,12.19,5.24,1.05,24,30.4,15.7,1012,69,2.3
65.03,4.03,20.89,14.33,2.65,1.58,24.5,32.2,16.4,1011.3,68,2.6
44.94,4.75,16.61,12.64,6.68,0.89,23.5,32.8,18.6,1010,75,1.9
55.42,4.26,14.88,11.32,8.13,0.87,25.6,33,16.8,1010.9,70,3.1
43.12,4.41,14.31,11.14,2.71,0.63,24.1,33.3,19,1012.2,75,1.9
32.69,4.26,14.03,10.87,5.64,0.55,21.7,29.2,17.6,1014.3,80,2.6
39.4,4.03,14.39,10.87,4.45,0.58,21.8,27.6,15.7,1013.5,69,2.6
45.74,3.93,13.3,10.22,7.97,0.59,24.1,29.8,16.6,1012.1,55,3.2
45.7,3.81,14.41,10.72,5.4,0.65,23,30.6,15.6,1012,57,2.7
44.86,4.09,14.09,10.77,4.84,0.6,24.5,32.2,16,1010.1,54,2.6
42.47,3.85,13.29,10.15,4.95,0.43,25.6,32.6,17.4,1009.9,56,2.3
36.86,3.8,13.16,10.04,2.96,0.61,24.8,32.7,18.4,1011.8,53,3.7
40.53,3.86,15.18,11.16,4.76,0.81,23.2,31,15.4,1011.7,51,3.1
47.94,3.86,15.6,11.39,4.18,0.94,24,32.2,14.4,1011.5,51,2.7
65.19,4.01,18.15,12.87,4.35,1.3,25.6,33.3,16.5,1012.1,57,2.6
45.74,3.85,13.83,10.43,5.16,0.64,28.9,35.6,18.5,1010.4,41,2.9
43.73,3.8,12.55,9.71,2.46,0.38,26.7,35.8,17.6,1008.6,50,2.7
49.53,3.76,12.82,9.83,4.25,0.6,25.8,34.2,19.8,1009.9,49,3.5
60.52,3.93,17.67,12.54,4.89,1.17,24.6,33.5,13.5,1009.9,57,3.5
45.36,4.16,18.68,13.26,2.98,1.07,27.3,35.2,17,1011.1,50,3.2
50.18,3.78,13.17,10.02,4.89,0.67,29.4,36.8,19.1,1011.2,46,3.2
61.23,4,17.36,12.43,7.09,1.12,28.7,36.9,20.3,1009.1,50,3.2
62.31,4.24,19.55,13.79,6.21,1.07,30.7,37.6,20.6,1007.2,49,3.5
59.99,3.89,17.88,12.62,3.21,0.88,31.1,39.2,23.2,1007.5,55,2.7
77.29,5.88,22.22,16.53,4.82,1.14,31.2,39.7,24,1006.6,40,2.7
56.7,3.74,14.3,10.59,5.89,0.43,30.1,40.1,21.9,1005.7,39,2.7
48.96,3.8,12.35,9.61,3.62,0.46,31.2,39.6,25.7,1005.3,41,3.5
55.15,3.94,14.17,10.69,3.14,0.4,28.2,37.8,21.2,1007.5,56,3.2
66.8,4.89,19.16,14.1,6.26,1.13,27.3,37.3,19,1007,58,3.1
42.08,3.83,14.38,10.71,3.68,0.47,26.4,35.2,20.2,1008.6,58,3.1
67.06,4.03,17,12.27,6.65,0.7,27.2,34.2,19.2,1007.9,56,3.5
48.49,3.8,17.53,12.36,3.61,0.77,28.2,35.4,18.8,1006.6,53,3.1
51.85,4.06,19.1,13.41,4.63,0.89,28.3,36.1,23.2,1006,55,3.1
38.38,3.8,13.37,10.15,2.38,0.26,29.7,36.6,20.2,1004,54,3.5
52.41,3.94,15.66,11.49,2.71,0.61,30.3,38.4,23.8,1004.7,55,4
35.54,3.99,12.97,10.09,1.54,0.37,24.4,37.9,20.4,1008,76,2.3
40.41,3.93,12.55,9.82,2.37,0.18,27.1,33.2,18.9,1010.9,70,2.7
56.52,3.94,15.19,11.23,4.81,0.66,28.9,33.8,22.1,1009.9,70,3.2
60.78,3.94,15.27,11.27,11.59,0.05,30.1,35.4,22.8,1007.2,64,1.9
62.37,4.09,18.19,12.93,3.1,0,31.1,37.8,25,1006.5,61,3.1
36.35,3.83,11.31,9.08,3.01,0,31.8,38.8,24.6,1004.6,64,3.1
45.95,3.91,13.18,10.14,2.78,0,31.2,38.8,24.4,1005,65,2.7
34.54,3.9,12.94,10,2.95,0,27.2,37.9,22.6,1006.7,81,1.9
31.36,3.79,12.36,9.61,6.13,0,28.4,35,20.2,1007.6,70,2.4
67.67,3.89,16.83,12.07,4.08,0,30.7,37.5,22.9,1005.9,62,3.1
54.33,3.77,15.24,11.12,4.29,0,29.3,37.5,23.8,1006.2,53,2.3
58.74,3.76,17.13,12.12,2.43,0,29.4,36.6,21.6,1006.2,43,3.2
68.02,3.71,15.04,10.96,5.41,0,32.2,39.2,23.7,1004.2,45,3.2
69.41,3.8,14.54,10.77,4.3,0,33.5,40.4,26.2,1004.8,48,2.3
43.98,3.8,16.73,11.94,7.29,0,27.7,40.9,23,1006.6,61,3.1
57.37,3.77,15.73,11.39,9.28,0,29.3,35.5,20.7,1007.5,58,1.9
75.18,3.85,16.83,12.03,5.74,0,31.2,37,24.3,1006.4,53,2.3
65.45,4.39,20.13,14.22,5.42,0,30.2,37.2,26.2,1005.7,57,1.9
56.27,3.97,18.54,13.03,3.16,0,30.8,39.7,23.6,1004.7,55,2.7
87.5,3.84,21.13,14.31,5.76,0,31.8,39.7,23.6,1003.9,41,3.1
107.5,4.44,25.51,17.12,7.84,0,31.8,39.4,23.9,1003,38,3.5
100.05,4.47,25.58,17.18,10.4,0,32.1,40.7,23.6,1001.6,39,2.3
116.16,6.74,32.28,22.56,12.87,0,32.1,40.5,23.1,1000.7,33,2.6
82.47,4.04,27.45,17.82,8.86,0,32.3,40.7,22.1,1000.1,33,2.6
98.68,4.32,31.08,19.94,22.4,0,32.7,40.7,22,999.6,29,3.5
94,8.86,34.63,25.51,14.78,0.4,33.2,41.4,24.8,998.5,31,4
83.84,6.04,30.63,21.12,5.23,0.09,34.4,43.4,23.7,999.2,33,3.1
86.18,5.62,20.79,15.55,6.28,0.04,38.6,44.2,26.2,1000.8,25,4
94.17,5.41,22.65,16.38,7.85,0.08,36.4,44.7,28.7,1000.2,30,2.7
79.4,8.08,28.57,21.66,3.67,0.01,36,44.4,27.2,999.7,34,3.1
76.71,12.2,26.52,23.87,3.52,0,37.6,45.6,28.2,998.2,30,3.5
82.31,5.12,15.41,12.29,1.66,0.01,37.5,46,28.4,996.5,26,4
47.28,5.42,15.56,12.61,3.13,0,32.8,45.9,23.8,999.3,50,3.1
39.58,5.16,17.36,13.36,13.59,0.38,28.4,40.3,22.6,1002.7,70,2.3
34.64,5.19,14.87,12.06,2.67,0.99,29.2,37,22.2,1004.6,65,3.2
45.11,5.7,19.97,15.18,4.59,1,25.8,34.8,20,1006.9,78,2.6
55.87,5.61,22.04,16.21,5.83,0.64,29.4,35,21,1006.3,66,3.1
61.08,5.22,17.36,13.41,3.75,0,30.9,36.4,24.8,1004.3,56,2.7
75.82,6.21,25.02,18.28,6.93,0,30.5,36.9,24.9,1002.6,63,2.7
46.33,6.24,21.59,16.48,5.17,0,29.7,36.4,24.9,1002.1,66,1.9
44.88,5.3,19.31,14.51,3.84,1.31,29.1,36.1,25,1002,67,1.9
55.49,5.66,21.26,15.83,3.54,0,30.9,36.4,24,1001,64,3.2
56,6.04,21.58,16.31,3.69,0,29.3,36.8,23.2,1001.1,71,1.9
72.82,5.88,24.18,17.56,6.96,0,31.8,37.4,25.2,1000.4,63,1.9
69.04,7.01,23.92,18.34,4.24,0,34.3,39.6,26.9,999.9,56,3.2
58.91,7.8,20.49,17.14,3.02,0.01,34,40.6,26.6,999.2,59,3.5
86.87,6.38,25.34,18.58,16.82,0.01,34.8,41.5,27.4,998.2,61,3.5
70.58,5.44,20.09,15.04,4.35,0.01,35.6,40.6,30.3,996.8,60,1.9
87.96,5.97,21.81,16.38,3.79,0,32.6,41.5,28.8,998.5,68,1.9
64.73,6.12,21.34,16.25,1.96,0,35,40,28,999,57,3.1
62.86,5.43,22.25,16.18,3.06,0,35.7,41.2,28.6,996.8,54,3.7
58.84,5.19,18.24,13.86,3.45,0,35.8,41.8,30.2,994.6,56,3.2
54.88,5.23,15.46,12.41,3.74,0,35.9,42.2,29.5,994.9,59,3.2
104.71,5.31,15.64,12.57,3.78,0,37.1,42.2,28.6,995.2,55,3.5
78.59,5.3,16.28,12.9,3.04,0,36.6,42.5,29.8,997.8,53,3.2
50.33,5.91,20.34,15.55,3.26,0,31.1,41.2,22.4,998.8,71,2.7
44.38,5.54,16.62,13.28,2.74,0,31.9,38.1,24.6,998.5,74,3.2
45.26,5.34,16.34,12.96,4.61,0,32,37,23.2,999.5,68,3.2
40.57,5.32,13.11,11.22,4.57,0,33.4,37,27.8,1002,71,3.4
44.37,5.66,15.65,12.85,4.65,0,31.1,37,28,1001.7,82,2.6
55.2,6.22,20.06,15.64,4.58,0,31.8,36.4,26.8,999.1,79,3.2
64.73,6.4,17.97,14.68,3.89,0,32.9,37,27.2,998.1,71,3.7
128.97,7.07,13.06,12.6,2.77,0,34.8,40,28.2,996.6,63,3.1
111.24,5.99,11.47,10.89,3.34,0,36.9,40,29.4,995.8,56,2.9
55.65,4.7,18.41,13.53,4.08,0,35.9,41,27.2,999.3,52,3.5
62.13,4.7,23.24,16.11,5.35,0,33.2,40.7,24.6,999.8,73,3.1
72.24,4.5,19.19,13.79,6.18,0,34.2,38,28.8,997.9,69,3.2
81.39,5.29,20.35,15.06,6.12,0.05,36,40,30,995.7,64,2.6
53.84,4.65,15.01,11.7,6.23,0.55,36.2,42,30.4,995.9,63,2.7
42.32,4.49,14.49,11.27,5.52,0,34.9,41.6,29.4,996.4,61,3.5
55.65,4.71,15.72,12.11,5.8,0,28.4,39.8,22.2,997.4,83,2.6
43.04,5.23,13.55,11.32,8.73,0,31.7,35,26.2,996.8,76,2.3
38.12,5.22,16.87,12.65,15.75,0.49,30.9,36.2,26.4,1000.6,77,3.5
36.43,7.06,21.76,17.22,8.69,0,31.6,36,26.9,1000.4,79,2.3
42.86,5.04,16.99,13.07,7.79,0,33.1,38,27.4,996,68,3.1
38.12,4.95,13.81,11.29,6.15,0.68,34,38.2,26.5,995.5,67,2.7
31.73,4.54,15.17,11.68,8.04,0.61,31.8,38.3,23.9,996.7,71,3.9
39.62,5,13.25,11.03,6.65,0.76,30.6,35,27,997.9,71,3.7
54.24,5.38,12.71,11.03,9.49,0.98,32.4,37,26.2,997.2,64,3.5
43.75,4.79,19.07,13.96,5.43,3.32,33.9,38.2,27.6,998.5,69,2.3
18.54,4.48,18.76,13.51,8.02,1.33,32.7,38.5,28.8,999.2,73,1.9
26.91,4.67,15.99,12.11,6.08,1.34,31.2,37.4,20.8,997.9,79,1.9
38.51,5.14,16.13,11.93,12.97,2.29,31.9,37.8,28.4,998.9,80,1.9
15.41,5.94,15.43,12.95,4.98,0.57,32.3,37.3,29.3,1000.2,79,1.9
17.66,5.48,17.74,13.53,7.04,0.69,29.6,36.4,23.4,998.1,85,1.8
17.59,6.08,20.14,14.58,5.61,0.59,28.8,35.2,24.8,997.5,81,2.7
18.85,7.09,22.29,16.53,5.35,0.54,26.3,32.6,23.5,1000.9,93,2.1
19.9,7.03,18.8,14.62,6.15,0.39,26.2,33.2,24,1001.2,95,1.9
36.6,7.25,23.8,17.46,7.08,0.68,30,34.4,23.7,1000.6,78,2.6
18.45,5.78,18.55,13.47,5.42,0.4,31.2,35,25.8,1003.9,76,2.6
26.54,6.12,18.61,13.78,6.06,0.29,31.7,35.4,25.9,1004.8,80,2.6
31.95,6.09,22.49,15.82,8.31,0.26,32.7,36,26.8,1003.2,74,3.2
24.08,6.59,16.87,13.25,6.39,0.12,34.1,38,28.2,1000.8,69,3.7
37.23,7.04,20.72,15.65,6.67,0.16,34.4,37.6,28.7,998.5,70,4
17.18,6.64,21.48,15.74,8.31,0.14,30.8,37.5,26,1001.3,79,3.1
20.75,6.7,24.6,17.44,7.27,0.3,29.7,36.6,25.8,1001.2,77,3.1
32.07,6.12,23.23,16.23,9.56,0.73,31.5,34,27.3,1000.7,79,2.4
26.06,7.21,17.84,14.25,7.58,0.43,30.7,36.2,26.8,1000.3,80,2.1
27.78,10.87,16.75,16.61,8.4,0.65,33,37,26.2,997.5,69,3.4
22.9,6.63,21.64,15.8,9.21,0.33,33.5,37,28.4,993,70,3.5
36.98,6.62,20.73,15.33,7.46,0.82,32.9,37.4,29,992,72,2.4
25.82,6.26,18.84,14.02,9.82,0.78,30.9,36.3,28,994.5,86,1.9
15.54,6.37,19.68,14.55,7.42,0.13,32.7,37.2,27.2,997.1,70,2.7
34.17,9.3,21.21,17.72,8.75,0.75,33.1,37.5,27.6,1000.1,70,2.9
30.76,6.71,18.25,14.07,8.38,0.44,33.9,37.4,28.1,997.4,69,3.2
20.31,7.14,16.03,13.23,6.43,0.64,31.3,37.6,26.2,997.9,81,2.7
29.34,6.25,18.47,13.95,7.11,0.51,31.6,35,27.4,998.5,80,2.9
30.03,6.54,13.97,12.66,3.93,0.18,31.8,37,27.8,998,79,2.6
16.57,7.13,13.97,13.13,4.52,0.38,32,36.8,26.6,997.1,74,3.1
13.02,6.23,13.92,12.39,5.67,0.61,26.8,29,25,996.6,97,1.9
21,6.86,23.18,17.81,2.8,0.44,29.7,32,25.4,995.9,86,2.7
20.56,5.83,14.35,12.27,5.44,0.11,31.7,35,26.4,996.7,79,2.9
22.12,6.34,15.01,13.04,6.01,0.34,32,36,26.8,997.5,75,3.4
21.65,8.55,20.28,17.61,5.14,0.5,30.4,36.5,28.2,997.7,88,1.9
19.46,8.57,20.14,17.57,7.62,0.41,31,35.7,27.1,997.8,83,2.6
18.93,10.31,30.88,24.66,8.07,0.5,26.6,35,25,998.9,98,1.9
17.71,9.65,25.96,21.49,8.07,0.85,26.2,29,24.1,1001.2,97,2.1
15.13,7.68,18.43,15.92,11.37,0.45,30.7,35,24.2,1002,76,3.7
13.68,6.17,16.5,13.7,10.85,0.13,31.2,35,25.2,1000.9,71,3.7
13.27,5.73,14.2,12.11,12.19,0.03,30.4,35.6,26.4,1000.1,78,3.2
17.08,6.3,18.88,15.07,7.12,0.07,29.9,34.2,26.2,1000.8,79,2.9
19.18,7.53,19.09,16.18,7.52,0.06,30,33,25.8,1003.1,78,3.2
18.31,9.89,20.89,19.02,8.79,0.18,31.3,34,26.5,1004.2,71,3.4
20.53,11.16,20.74,19.96,8.68,0.44,31.8,35,26.2,1002.4,67,3.7
24.54,11.09,26.27,22.85,7.89,0.7,28.3,35.6,26,1000.8,87,2.7
24.11,7.35,24.03,17.94,19.61,0.33,30.8,35,24.8,1000.3,77,2.4
16.3,5.9,15.79,13.11,8.41,0,29.1,35,26.7,1000.4,79,2.9
20.78,5.86,18.62,14.59,7.53,0.2,29.4,33,25.5,1003.1,75,3.5
16.76,5.94,18.73,14.72,7.13,0.62,30.9,35,24.8,1004.6,67,3.9
17.13,4.59,19.48,14.01,8.3,0.48,31.3,35,25.3,1005.9,72,3.5
19.07,4.4,17.78,12.92,10.19,0.41,32,35,27.5,1006.7,72,2.7
18.23,7.74,22.66,18.2,8.51,0.94,31.3,35,26.3,1005.2,76,2.7
25.72,7.18,25.64,19.36,6.08,1.87,30.6,36.8,23,1002.9,75,3.1
20.86,5.58,17.91,13.93,8.23,0.42,29.7,35.5,25.8,1003.2,80,2.9
23.23,7.81,21.67,17.74,7.11,1.07,31.3,35.2,25.1,1003.5,71,2.9
25.14,6.84,22,17.16,7.21,0.88,31.5,35.4,26.1,1003.3,72,2.9
28.31,6.76,25.49,18.95,7.34,0.99,31.1,35.6,26,1001.2,74,1.9
21.74,12.54,24.92,23.29,8.15,2.1,30.9,37.4,26,1002.3,69,2.6
29.74,5.35,15.7,12.61,5.73,1.05,32.9,37.8,25.3,1004.1,64,3.2
25.34,3.87,16.5,11.86,6.23,0.61,32.8,37.3,26.6,1003.6,67,2.7
24.53,4.33,15.6,11.74,6.62,0.69,32.7,37,27.5,1002.8,70,2.9
24.28,4.45,19.51,13.93,6.53,0.83,32.7,37.2,26,1002.6,66,2.9
20.56,4.74,19.25,14.01,7.09,0.71,33.3,38,26.8,1002.1,62,3.4
18.53,4.09,17.56,12.58,7.12,0.45,33.7,37.9,27.1,1001.5,59,3.2
19.15,4.11,15.75,11.6,4.96,0.52,34.3,38,27.8,1000.8,59,3.2
30.01,3.2,17.12,11.62,5.54,0.9,33.3,38,28,1000.7,63,3.2
30.81,3.49,15.95,11.24,6.2,0.76,32.9,37.3,26.6,1000.2,64,3.2
25.1,3.82,17.6,12.34,7.08,0.78,32.9,37,26.6,999.6,66,2.7
18.39,3.79,18.79,12.97,4.98,0.79,32.9,37,27.5,999.9,67,3.2
14.06,3.99,18.29,12.87,5.18,0.44,32.7,37.1,27.6,1000.7,66,3.5
25.36,4.84,22.44,15.75,7.15,1.06,31.5,36.5,25.8,1002.8,69,3.2
30.17,8.96,30.56,23.41,8.6,1.62,32.1,37.2,25.4,1001.4,58,3.5
17.97,4.79,21.16,15.08,6.79,0.27,30.3,37.4,24.3,1002.7,62,3.2
27.91,17.5,29.86,29.86,9.01,2.05,31.1,36,23.2,1005.4,56,4
34.38,3.89,23.6,15.52,9,1.38,30.8,36.2,22.4,1006,55,3.5
28.71,3.36,20.31,13.27,9.64,1.19,30.9,36.2,22.4,1005.4,60,3.5
30.59,3.78,23.98,15.57,7.84,1.01,30.1,36.5,21.8,1004.3,54,3.4
28.75,5.48,27.03,18.62,5.43,1.66,30.5,37,21.9,1004,53,3.2
31.65,4.63,26.27,17.6,8.95,1.45,29.9,36.7,20.6,1004.9,58,3.4
28.26,5.39,28.26,19.16,9.36,0.63,29.5,36.4,20.3,1006.3,54,3.5
32.8,4.63,30.63,19.91,7.95,1.41,28.6,36.1,18.5,1007,53,3.5
27.5,9.53,34.81,26.08,7.89,1.81,28.7,35.2,19.3,1006.7,55,3.7
34.06,9.97,34.29,26.08,8.9,2.14,28.7,36.2,18.2,1007.4,55,3.1
